id,model_name,url,type,params_billion,typical_use,est_vram_4bit_gb,approx_vram_gb,vram_tier,kv_cache_support,sharding,quant_formats,determinism_tip,good_to_know,notes,context_window_tokens,max_output_tokens,tokens_per_second_note,input_modalities,image_formats_example,prompt_template,tokenizer,framework_support,quantization_available,recommended_batch_size_4bit,latency_note,throughput_note,io_note,compat_note,good_to_know_2
46,codegeex4-all-9b,https://huggingface.co/THUDM/codegeex4-all-9b,Code LLM,9.0,Coding,6–8,6.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Duplicate of #26.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
47,Mistral-NeMo-12B-Instruct,https://huggingface.co/nvidia/Mistral-NeMo-12B-Instruct,LLM,12.0,Chat / coding,8–10,8.0,8–<12 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Duplicate of #27.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Mistral-Instruct (alpaca-like),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
48,AI21-Jamba-Mini-1.7,https://huggingface.co/ai21labs/AI21-Jamba-Mini-1.7,LLM (MoE),1.7,Chat / tools,2–3,2.0,2–<4 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",MoE: active params << total; VRAM driven by active experts; good throughput on GPU.,Duplicate of #28.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
49,DeepSeek-Coder-V2-Instruct,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Instruct,Code LLM (MoE),16.0,Coding / FIM,11–13,11.0,8–<12 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",MoE: active params << total; VRAM driven by active experts; good throughput on GPU.,Duplicate of #8.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
50,DeepSeek-V2,https://huggingface.co/deepseek-ai/DeepSeek-V2,LLM (MoE),,Advanced chat / reasoning,>30,30.0,24–<32 GB,Yes (Transformer decoder; vLLM/HF),Recommended (tensor parallel via HF Accelerate / vLLM / Deepspeed),"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",MoE: active params << total; VRAM driven by active experts; good throughput on GPU.,Very large MoE; multi-GPU.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
51,MAmmoTH2-8x7B,https://huggingface.co/TIGER-Lab/MAmmoTH2-8x7B,LLM (MoE),45.0,Reasoning / RAG,24–28,24.0,24–<32 GB,Yes (Transformer decoder; vLLM/HF),Recommended (tensor parallel via HF Accelerate / vLLM / Deepspeed),"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",MoE: active params << total; VRAM driven by active experts; good throughput on GPU.,Duplicate of #29.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
52,openchat-3.5-1210,https://huggingface.co/openchat/openchat-3.5-1210,LLM (fine-tune),7.0,Helpful chat,5–6,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Duplicate of #30.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Mistral-Instruct (alpaca-like),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
53,Nous-Hermes-2-Mistral-7B-DPO,https://huggingface.co/NousResearch/Nous-Hermes-2-Mistral-7B-DPO,LLM (fine-tune),7.0,Assistant chat,5–6,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Duplicate of #31.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Mistral-Instruct (alpaca-like),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
54,OpenHermes-2.5-Mistral-7B,https://huggingface.co/teknium/OpenHermes-2.5-Mistral-7B,LLM (fine-tune),7.0,Assistant chat,5–6,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Duplicate of #32.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Mistral-Instruct (alpaca-like),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
55,replit-code-v1_5-3b,https://huggingface.co/replit/replit-code-v1_5-3b,Code LLM,3.0,Coding,3–4,3.0,2–<4 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Duplicate of #33.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Code-style prompts; tool/codemodel format,Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
56,stable-code-3b,https://huggingface.co/Stability-AI/stable-code-3b,Code LLM,3.0,Coding,3–4,3.0,2–<4 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Duplicate of #34.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
57,Qwen2.5-72B-Instruct,https://huggingface.co/Qwen/Qwen2.5-72B-Instruct,LLM,72.0,Advanced chat,38–45,38.0,32–<64 GB,Yes (Transformer decoder; vLLM/HF),Recommended (tensor parallel via HF Accelerate / vLLM / Deepspeed),"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",Large: prefer multi-GPU or server-class VRAM; enable paged attention & flash-attn if supported.,Duplicate of #35.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,ChatML (Qwen),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
58,granite-3.3-8b-instruct,https://huggingface.co/ibm-granite/granite-3.3-8b-instruct,LLM,8.0,Chat,6–7,6.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Duplicate of #36.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
59,granite-20b-code-instruct-8k,https://huggingface.co/ibm-granite/granite-20b-code-instruct-8k,Code LLM,20.0,Coding,12–14,12.0,12–<16 GB,Yes (Transformer decoder; vLLM/HF),Optional (model parallel if needed),"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Duplicate of #37.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
60,Phi-3-medium-128k-instruct,https://huggingface.co/microsoft/Phi-3-medium-128k-instruct,LLM,14.0,Chat / reasoning,10–12,10.0,8–<12 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Duplicate of #38.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Phi-style chat (see card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
61,llava-next (docs),https://huggingface.co/docs/transformers/en/model_doc/llava_next,VLM,,Vision-language family,6–12,6.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp VLM variants), AWQ/GPTQ/bnb-4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",VLM: VRAM scales with image resolution & #images; enable image preproc and smaller vision tower if offered.,Family docs; pick 7B variants to run.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text + Image,JPEG/PNG; others per repo (WEBP/GIF/TIFF may vary),VLM: vision + text (repo-specific format),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Resize/normalize images per repo; watch max image pixels / sequence length,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
62,llava-onevision-qwen2-7b-ov,https://huggingface.co/lmms-lab/llava-onevision-qwen2-7b-ov,VLM,7.0,OneVision VLM,6–8,6.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp VLM variants), AWQ/GPTQ/bnb-4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",VLM: VRAM scales with image resolution & #images; enable image preproc and smaller vision tower if offered.,Qwen2-7B base.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text + Image,JPEG/PNG; others per repo (WEBP/GIF/TIFF may vary),ChatML (Qwen),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Resize/normalize images per repo; watch max image pixels / sequence length,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
63,moondream2,https://huggingface.co/vikhyatk/moondream2,VLM (tiny),1.8,Mobile-scale VQA,2–3,2.0,2–<4 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp VLM variants), AWQ/GPTQ/bnb-4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Very small VLM.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text + Image,JPEG/PNG; others per repo (WEBP/GIF/TIFF may vary),Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Resize/normalize images per repo; watch max image pixels / sequence length,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
64,Florence-2-large,https://huggingface.co/microsoft/Florence-2-large,Vision encoder,,OCR/grounding,>10,10.0,8–<12 GB,N/A (encoder),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",VLM: VRAM scales with image resolution & #images; enable image preproc and smaller vision tower if offered.,Often used with LLM head.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
65,DocOwl1.5,https://huggingface.co/mPLUG/DocOwl1.5,VLM,,Doc understanding,6–10,6.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp VLM variants), AWQ/GPTQ/bnb-4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,PDF/table focus.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text + Image,JPEG/PNG; others per repo (WEBP/GIF/TIFF may vary),Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Resize/normalize images per repo; watch max image pixels / sequence length,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
66,VILA-13b,https://huggingface.co/Efficient-Large-Model/VILA-13b,VLM,13.0,Vision-language,10–12,10.0,8–<12 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp VLM variants), AWQ/GPTQ/bnb-4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,13B VLM.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text + Image,JPEG/PNG; others per repo (WEBP/GIF/TIFF may vary),Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Resize/normalize images per repo; watch max image pixels / sequence length,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
67,llava-v1.6-34b-hf,https://huggingface.co/llava-hf/llava-v1.6-34b-hf,VLM,34.0,High-end VLM,18–22,18.0,18–<24 GB,Yes (Transformer decoder; vLLM/HF),Optional (model parallel if needed),"GGUF (llama.cpp VLM variants), AWQ/GPTQ/bnb-4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",VLM: VRAM scales with image resolution & #images; enable image preproc and smaller vision tower if offered.,Large 34B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text + Image,JPEG/PNG; others per repo (WEBP/GIF/TIFF may vary),VLM: vision + text (repo-specific format),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Resize/normalize images per repo; watch max image pixels / sequence length,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
68,Qwen2-VL-2B-Instruct,https://huggingface.co/Qwen/Qwen2-VL-2B-Instruct,VLM,2.0,Lightweight VLM,2–3,2.0,2–<4 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp VLM variants), AWQ/GPTQ/bnb-4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",VLM: VRAM scales with image resolution & #images; enable image preproc and smaller vision tower if offered.,Small vision model.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text + Image,JPEG/PNG; others per repo (WEBP/GIF/TIFF may vary),ChatML (Qwen),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Resize/normalize images per repo; watch max image pixels / sequence length,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
